Name,Team Name,Position,Age,Season,FIFA rating,Injury,Date of Injury,Date of return,Match1_before_injury_Result,Match1_before_injury_Opposition,Match1_before_injury_GD,Match1_before_injury_Player_rating,Match2_before_injury_Result,Match2_before_injury_Opposition,Match2_before_injury_GD,Match2_before_injury_Player_rating,Match3_before_injury_Result,Match3_before_injury_Opposition,Match3_before_injury_GD,Match3_before_injury_Player_rating,Match1_missed_match_Result,Match1_missed_match_Opposition,Match1_missed_match_GD,Match2_missed_match_Result,Match2_missed_match_Opposition,Match2_missed_match_GD,Match3_missed_match_Result,Match3_missed_match_Opposition,Match3_missed_match_GD,Match1_after_injury_Result,Match1_after_injury_Opposition,Match1_after_injury_GD,Match1_after_injury_Player_rating,Match2_after_injury_Result,Match2_after_injury_Opposition,Match2_after_injury_GD,Match2_after_injury_Player_rating,Match3_after_injury_Result,Match3_after_injury_Opposition,Match3_after_injury_GD,Match3_after_injury_Player_rating,Injury_Duration,Injury_Severity,Avg_Rating_Before_Injury,Avg_Rating_After_Return,Performance_Impact,Form_Before_Injury,Form_After_Return,Form_Impact,Total_Injuries,Unique_Injury_Types,Avg_Injury_Duration,Total_Days_Injured,Injury_Duration_Std,Severe_Injuries,Injury_Frequency,Pre_Injury_GD_Trend,Pre_Injury_GD_Volatility,Team_Performance_During_Absence,Recent_Opposition_Strength,Age_Risk_Score,Position_Risk_Score,History_Risk_Score,Overall_Risk_Score,Club
Jonjo Shelvey,Newcastle,Central Midfielder,29,2020/21,78,Groin injury,2020-10-19,2020-11-20,draw,Tottenham,0.0,5.9,win,Burnley,2.0,7.1,lose,Man United,-3.0,6.7,draw,Wolves,0.0,win,Everton,1.0,lose,Southampton,-2.0,win,Crystal Palace,2,6.5,win,West Brom,1,6.6,draw,Fulham,0,6.7,32.0,Major,6.566666666666666,6.6000000000000005,0.0333333333333341,1.3333333333333333,2.333333333333333,1.0000000000000002,9,6,31.11111111111111,280.0,23.997106307034414,2,11.690391459074734,-0.3333333333333333,2.516611478423584,-0.3333333333333333,4,0.6,0.5,0.770711743772242,0.6603558718861211,Newcastle United
Jonjo Shelvey,Newcastle,Central Midfielder,29,2020/21,78,Hamstring injury,2021-01-04,2021-01-17,lose,Leicester,-1.0,5.8,N.A.,N.A.,,,N.A.,N.A.,,,lose,Sheffield,-1.0,N.A.,N.A.,,N.A.,N.A.,,lose,Arsenal,-3,6.2,lose,Aston Villa,-2,6.2,lose,Leeds,-1,6.6,13.0,Moderate,5.8,6.333333333333333,0.5333333333333332,0.0,0.0,0.0,9,6,31.11111111111111,280.0,23.997106307034414,2,11.690391459074734,-1.0,,-1.0,3,0.6,0.5,0.770711743772242,0.6603558718861211,Newcastle United
Matt Ritchie,Newcastle,Right Winger,31,2020/21,76,Shoulder injury,2020-09-27,2020-11-25,draw,Tottenham,0.0,6.0,N.A.,N.A.,,,N.A.,N.A.,,,win,Burnley,2.0,lose,Man United,-3.0,draw,Wolves,1.0,win,Crystal Palace,2,6.6,win,West Brom,1,6.1,draw,Fulham,0,5.0,59.0,Major,6.0,5.9,-0.1000000000000005,1.0,2.333333333333333,1.3333333333333337,2,2,93.5,187.0,48.79036790187178,1,3.882978723404255,0.0,,0.0,4,0.7333333333333333,,0.2264893617021276,,Newcastle United
Allan Saint-Maximin,Newcastle,Left Winger,24,2020/21,79,Ankle injury,2020-09-21,2020-10-01,win,West Ham,2.0,6.7,lose,Brighton,-3.0,5.3,N.A.,N.A.,,,draw,Tottenham,0.0,N.A.,N.A.,,N.A.,N.A.,,win,Burnley,2,8.3,lose,Man United,-3,7.3,draw,Wolves,0,6.5,10.0,Moderate,6.0,7.366666666666667,1.3666666666666671,1.5,1.3333333333333333,-0.1666666666666667,8,7,27.0,216.0,18.04755622554715,1,13.45622119815668,-0.5,3.5355339059327378,0.0,3,0.2666666666666666,0.5,0.7536866359447004,0.5685099846390169,OGC Nice
Allan Saint-Maximin,Newcastle,Left Winger,24,2020/21,79,Calf injury,2020-11-22,2021-01-22,win,Everton,1.0,6.2,lose,Southampton,-2.0,6.1,lose,Chelsea,-2.0,5.9,win,Crystal Palace,2.0,win,West Brom,1.0,lose,Leeds,-3.0,lose,Aston Villa,-2,5.7,lose,Leeds,-1,6.1,win,Everton,2,5.4,61.0,Severe,6.066666666666667,5.733333333333334,-0.333333333333333,1.0,1.0,0.0,8,7,27.0,216.0,18.04755622554715,1,13.45622119815668,-1.0,1.7320508075688772,0.0,2,0.2666666666666666,0.5,0.7536866359447004,0.5685099846390169,OGC Nice
Allan Saint-Maximin,Newcastle,Left Winger,24,2020/21,79,Groin injury,2021-02-28,2021-04-04,lose,Chelsea,-2.0,6.1,lose,Man United,-2.0,7.4,draw,Wolves,0.0,7.0,draw,West Brom,0.0,draw,Aston Villa,0.0,lose,Brighton,-3.0,draw,Tottenham,0,5.5,win,Burnley,1,7.8,win,West Ham,1,6.3,35.0,Major,6.833333333333333,6.533333333333334,-0.2999999999999989,0.3333333333333333,2.333333333333333,2.0,8,7,27.0,216.0,18.04755622554715,1,13.45622119815668,-1.3333333333333333,1.1547005383792517,-1.0,4,0.2666666666666666,0.5,0.7536866359447004,0.5685099846390169,OGC Nice
Miguel Almirón,Newcastle,Right Winger,27,2020/21,76,Knee injury,2021-02-28,2021-03-15,lose,Chelsea,-2.0,6.1,lose,Man United,-2.0,5.7,draw,Wolves,0.0,6.2,draw,West Brom,0.0,draw,Aston Villa,0.0,N.A.,N.A.,,lose,Brighton,-3,5.6,draw,Tottenham,0,6.5,win,Burnley,1,6.3,15.0,Moderate,6.0,6.133333333333333,0.1333333333333328,0.3333333333333333,1.3333333333333333,1.0,4,3,22.75,91.0,11.4418821295566,0,15.869565217391305,-1.3333333333333333,1.1547005383792517,0.0,4,0.4666666666666667,0.5,0.6360869565217392,0.5597101449275362,Newcastle United
Dwight Gayle,Newcastle,Center Forward,31,2020/21,75,Inner ligament injury,2020-09-05,2020-12-11,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,win,West Ham,2.0,lose,Brighton,-3.0,draw,Tottenham,0.0,win,West Brom,1,7.8,lose,Leeds,-3,6.0,draw,Fulham,0,6.5,97.0,Severe,,6.766666666666667,,,1.3333333333333333,,3,3,54.333333333333336,163.0,44.613152021946775,1,6.676829268292683,,,-0.3333333333333333,2,0.7333333333333333,0.6,0.3503048780487804,0.5084857723577235,
Jamal Lewis,Newcastle,Left Back,23,2020/21,75,Knee problems,2020-12-31,2021-01-15,N.A.,N.A.,,,lose,Man City,-2.0,5.9,N.A.,N.A.,,,lose,Leicester,-1.0,lose,Sheffield,-1.0,N.A.,N.A.,,lose,Arsenal,-3,5.6,lose,Aston Villa,-2,5.1,lose,Leeds,-1,6.3,15.0,Moderate,5.9,5.666666666666667,-0.2333333333333334,0.0,0.0,0.0,1,1,15.0,15.0,,0,22.8125,-2.0,,-1.0,2,0.2,0.7,0.724375,0.5871875,
Ryan Fraser,Newcastle,Left Winger,27,2020/21,77,Hamstring injury,2020-11-02,2020-12-15,lose,Man United,-3.0,5.1,draw,Wolves,0.0,5.7,win,Everton,1.0,5.7,lose,Southampton,-2.0,lose,Chelsea,-2.0,win,Crystal Palace,2.0,lose,Leeds,-3,7.1,draw,Fulham,0,6.0,N.A.,N.A.,N.A.,,43.0,Major,5.5,6.55,1.0499999999999998,1.3333333333333333,0.5,-0.8333333333333333,3,2,44.66666666666666,134.0,14.571661996262929,0,8.11111111111111,-0.6666666666666666,2.081665999466133,-0.6666666666666666,4,0.4666666666666667,0.5,0.3633333333333333,0.4233333333333333,AFC Bournemouth
Ryan Fraser,Newcastle,Left Winger,27,2020/21,77,Groin injury,2021-04-01,2021-05-31,draw,West Brom,0.0,5.8,draw,Aston Villa,0.0,6.4,lose,Brighton,-3.0,6.1,draw,Tottenham,0.0,win,Burnley,1.0,win,West Ham,1.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,60.0,Major,6.099999999999999,,,0.6666666666666666,,,3,2,44.66666666666666,134.0,14.571661996262929,0,8.11111111111111,-1.0,1.7320508075688772,0.6666666666666666,2,0.4666666666666667,0.5,0.3633333333333333,0.4233333333333333,AFC Bournemouth
Callum Wilson,Newcastle,Center Forward,29,2020/21,79,Hamstring strain,2020-11-07,2020-11-26,draw,Wolves,0.0,5.7,win,Everton,1.0,7.8,lose,Southampton,-2.0,5.2,lose,Chelsea,-2.0,N.A.,N.A.,,N.A.,N.A.,,win,Crystal Palace,2,7.2,win,West Brom,1,5.7,lose,Leeds,-3,6.9,19.0,Moderate,6.233333333333333,6.6000000000000005,0.3666666666666671,1.3333333333333333,2.0,0.6666666666666667,11,5,41.45454545454545,456.0,32.79135140967398,2,8.785557986870897,-0.3333333333333333,1.5275252316519468,-2.0,3,0.6,0.6,0.7635667396061269,0.6817833698030634,AFC Bournemouth
Callum Wilson,Newcastle,Center Forward,29,2020/21,79,Hamstring injury,2021-02-07,2021-04-04,win,Everton,2.0,8.5,lose,Crystal Palace,-1.0,6.9,win,Southampton,1.0,6.1,lose,Chelsea,-2.0,lose,Man United,-2.0,draw,Wolves,0.0,win,Burnley,1,5.2,win,West Ham,1,6.2,draw,Liverpool,0,5.7,56.0,Major,7.166666666666667,5.7,-1.4666666666666668,2.0,2.333333333333333,0.3333333333333335,11,5,41.45454545454545,456.0,32.79135140967398,2,8.785557986870897,0.6666666666666666,1.5275252316519463,-1.3333333333333333,2,0.6,0.6,0.7635667396061269,0.6817833698030634,AFC Bournemouth
Callum Wilson,Newcastle,Center Forward,29,2020/21,79,Hamstring injury,2021-05-08,2021-05-25,draw,Liverpool,0.0,5.7,lose,Arsenal,-2.0,5.5,win,Leicester,2.0,8.1,lose,Man City,-1.0,win,Sheffield,1.0,win,Fulham,2.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,17.0,Moderate,6.433333333333333,,,1.3333333333333333,,,11,5,41.45454545454545,456.0,32.79135140967398,2,8.785557986870897,0.0,2.0,0.6666666666666666,5,0.6,0.6,0.7635667396061269,0.6817833698030634,AFC Bournemouth
Jamaal Lascelles,Newcastle,Center Back,28,2021/22,77,Ill,2022-02-11,2022-02-16,draw,Watford,0.0,7.0,win,Leeds,1.0,7.0,win,Everton,2.0,6.6,win,Aston Villa,1.0,N.A.,N.A.,,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,5.0,Minor,6.866666666666667,,,2.333333333333333,,,7,7,32.142857142857146,225.0,26.200690648839597,1,11.305309734513274,1.0,1.0,1.0,2,0.5333333333333333,0.8,0.6491592920353982,0.6579129793510325,Newcastle United
Paul Dummett,Newcastle,Center Back,30,2021/22,75,Calf injury,2021-07-28,2022-01-01,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,lose,Liverpool,-2.0,lose,Man City,-4.0,draw,Man United,0.0,draw,Watford,0,7.0,win,Leeds,1,6.0,N.A.,N.A.,N.A.,,157.0,Severe,,6.5,,,2.0,,2,2,88.0,176.0,97.58073580374356,1,4.124293785310734,,,-2.0,2,0.6666666666666666,0.8,0.233728813559322,0.4835310734463277,Newcastle United
Joelinton,Newcastle,Central Midfielder,25,2021/22,79,Knock,2022-03-07,2022-03-15,draw,West Ham,0.0,6.4,win,Brentford,2.0,7.7,win,Brighton,1.0,6.6,win,Southampton,1.0,lose,Chelsea,-1.0,N.A.,N.A.,,lose,Everton,-1,6.2,lose,Tottenham,-4,5.5,win,Wolves,1,6.6,8.0,Moderate,6.900000000000001,6.099999999999999,-0.8000000000000025,2.333333333333333,1.0,-1.3333333333333337,5,3,35.2,176.0,47.37826505899092,1,10.310734463276836,1.0,1.0,0.0,3,0.3333333333333333,0.5,0.5393220338983051,0.4779943502824859,TSG 1899 Hoffenheim
Jonjo Shelvey,Newcastle,Central Midfielder,30,2021/22,77,Calf injury,2021-08-15,2021-10-15,lose,West Ham,-2.0,7.0,N.A.,N.A.,,,N.A.,N.A.,,,lose,Aston Villa,-2.0,draw,Southampton,0.0,lose,Man United,-3.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,draw,Brighton,0,6.0,61.0,Severe,7.0,6.0,-1.0,0.0,1.0,1.0,9,6,31.11111111111111,280.0,23.997106307034414,2,11.690391459074734,-2.0,,-1.6666666666666667,3,0.6666666666666666,0.5,0.770711743772242,0.6770225385527877,Newcastle United
Jonjo Shelvey,Newcastle,Central Midfielder,30,2021/22,77,Muscle injury,2021-12-17,2021-12-26,win,Burnley,1.0,7.0,lose,Leicester,-4.0,6.0,lose,Liverpool,-2.0,7.0,lose,Man City,-4.0,N.A.,N.A.,,N.A.,N.A.,,draw,Man United,0,7.0,draw,Watford,0,7.0,win,Leeds,1,9.0,9.0,Moderate,6.666666666666667,7.666666666666667,1.0,1.0,1.6666666666666667,0.6666666666666667,9,6,31.11111111111111,280.0,23.997106307034414,2,11.690391459074734,-1.6666666666666667,2.516611478423583,-4.0,1,0.6666666666666666,0.5,0.770711743772242,0.6770225385527877,Newcastle United
Jonjo Shelvey,Newcastle,Central Midfielder,30,2021/22,77,Calf problems,2022-05-01,2022-05-25,win,Leicester,1.0,7.0,win,Crystal Palace,1.0,6.0,lose,Liverpool,1.0,6.0,lose,Man City,-5.0,win,Arsenal,2.0,win,Burnley,1.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,24.0,Major,6.333333333333333,,,2.0,,,9,6,31.11111111111111,280.0,23.997106307034414,2,11.690391459074734,1.0,0.0,-0.6666666666666666,3,0.6666666666666666,0.5,0.770711743772242,0.6770225385527877,Newcastle United
Allan Saint-Maximin,Newcastle,Left Winger,25,2021/22,79,Ill & knock,2022-02-14,2022-03-12,win,Leeds,1.0,8.0,win,Everton,2.0,9.0,win,Aston Villa,1.0,5.0,draw,West Ham,0.0,win,Brentford,2.0,win,Southampton,1.0,lose,Chelsea,-1,6.0,lose,Everton,-1,7.0,lose,Tottenham,-4,6.0,26.0,Major,7.333333333333333,6.333333333333333,-1.0,3.0,0.0,-3.0,8,7,27.0,216.0,18.04755622554715,1,13.45622119815668,1.3333333333333333,0.5773502691896257,1.0,2,0.3333333333333333,0.5,0.7536866359447004,0.5851766513056835,OGC Nice
Joe Willock,Newcastle,Central Midfielder,22,2021/22,75,Coronavirus,2021-12-21,2021-12-31,lose,Leicester,-4.0,5.9,N.A.,N.A.,,,lose,Man City,-4.0,5.4,draw,Man United,0.0,N.A.,N.A.,,N.A.,N.A.,,win,Leeds,1,7.0,win,Everton,2,6.5,win,Aston Villa,1,6.3,10.0,Moderate,5.65,6.6000000000000005,0.9500000000000002,0.0,3.0,3.0,7,4,39.42857142857143,276.0,34.78436977943371,2,9.223826714801444,-4.0,0.0,0.0,3,0.1333333333333333,0.5,0.6167148014440433,0.466690734055355,
Joe Willock,Newcastle,Central Midfielder,22,2021/22,75,Knee injury,2022-04-04,2022-04-10,win,Southampton,1.0,6.9,lose,Everton,-1.0,6.5,lose,Tottenham,-4.0,5.9,win,Wolves,1.0,N.A.,N.A.,,N.A.,N.A.,,win,Leicester,1,7.0,win,Crystal Palace,1,6.0,win,Norwich City,3,6.0,6.0,Minor,6.433333333333334,6.333333333333333,-0.1000000000000005,1.0,3.0,2.0,7,4,39.42857142857143,276.0,34.78436977943371,2,9.223826714801444,-1.3333333333333333,2.516611478423583,1.0,2,0.1333333333333333,0.5,0.6167148014440433,0.466690734055355,
Joe Willock,Newcastle,Central Midfielder,22,2021/22,75,Knee injury,2022-05-01,2022-05-25,win,Crystal Palace,1.0,6.0,win,Norwich City,3.0,6.0,lose,Liverpool,-1.0,5.1,lose,Man City,-5.0,win,Arsenal,2.0,win,Burnley,1.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,24.0,Major,5.7,,,2.0,,,7,4,39.42857142857143,276.0,34.78436977943371,2,9.223826714801444,1.0,2.0,-0.6666666666666666,2,0.1333333333333333,0.5,0.6167148014440433,0.466690734055355,
Ryan Fraser,Newcastle,Left Winger,28,2021/22,77,Hamstring injury,2022-04-08,2022-05-09,lose,Everton,-1.0,5.5,lose,Tottenham,-4.0,5.8,N.A.,N.A.,,,win,Leicester,1.0,win,Crystal Palace,1.0,win,Norwich City,3.0,win,Arsenal,2,6.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,31.0,Major,5.65,6.0,0.3499999999999996,0.0,3.0,3.0,3,2,44.66666666666666,134.0,14.571661996262929,0,8.11111111111111,-2.5,2.1213203435596424,1.6666666666666667,2,0.5333333333333333,0.5,0.3633333333333333,0.4399999999999999,AFC Bournemouth
Callum Wilson,Newcastle,Center Forward,30,2021/22,78,Hamstring injury,2021-08-30,2021-10-17,lose,West Ham,2.0,6.9,lose,Aston Villa,-2.0,5.3,draw,Southampton,0.0,6.8,lose,Man United,-3.0,draw,Leeds,0.0,draw,Watford,0.0,lose,Tottenham,-1,6.9,draw,Crystal Palace,0,6.3,lose,Chelsea,-3,5.2,48.0,Major,6.333333333333333,6.133333333333333,-0.2000000000000001,0.3333333333333333,0.3333333333333333,0.0,11,5,41.45454545454545,456.0,32.79135140967398,2,8.785557986870897,0.0,2.0,-1.0,3,0.6666666666666666,0.6,0.7635667396061269,0.6984500364697301,AFC Bournemouth
Callum Wilson,Newcastle,Center Forward,30,2021/22,78,Calf injury,2021-12-27,2022-05-01,lose,Liverpool,-2.0,6.0,lose,Man City,-4.0,5.9,draw,Man United,0.0,5.4,draw,Watford,0.0,win,Leeds,1.0,win,Everton,2.0,lose,Man City,-5,5.0,win,Arsenal,2,5.4,win,Burnley,1,7.8,125.0,Severe,5.766666666666667,6.066666666666666,0.2999999999999998,0.3333333333333333,2.0,1.6666666666666667,11,5,41.45454545454545,456.0,32.79135140967398,2,8.785557986870897,-2.0,2.0,1.0,5,0.6666666666666666,0.6,0.7635667396061269,0.6984500364697301,AFC Bournemouth
Kieran Trippier,Newcastle,Right Back,31,2021/22,81,Metatarsal fracture,2022-02-13,2022-05-01,win,Leeds,1.0,7.0,win,Everton,2.0,7.3,win,Aston Villa,1.0,7.5,draw,West Ham,0.0,win,Brentford,2.0,win,Brighton,1.0,lose,Man City,-5,5.1,win,Burnley,1,6.3,N.A.,N.A.,N.A.,,77.0,Severe,7.266666666666667,5.699999999999999,-1.566666666666667,3.0,1.5,-1.5,3,3,52.0,156.0,36.59234892706397,2,6.974522292993631,1.3333333333333333,0.5773502691896257,1.0,2,0.7333333333333333,0.7,0.389235668789809,0.5529511677282377,Tottenham Hotspur
Chris Wood,Newcastle,Center Forward,30,2021/22,77,Hip injury,2022-05-09,2022-05-20,N.A.,N.A.,,,lose,Liverpool,-1.0,6.0,lose,Man City,-5.0,5.6,win,Arsenal,2.0,N.A.,N.A.,,N.A.,N.A.,,win,Burnley,1,5.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,11.0,Moderate,5.8,5.0,-0.7999999999999998,0.0,3.0,3.0,5,4,17.6,88.0,7.197221686178632,0,20.50561797752809,-3.0,2.8284271247461903,2.0,2,0.6666666666666666,0.6,0.8151685393258425,0.7242509363295879,Burnley FC
Fabian Schär,Newcastle,Center Back,31,2022/23,80,concussion,2023-02-27,2023-03-05,draw,West Ham,0.0,6.7,draw,Bournemouth,0.0,6.4,lose,Liverpool,-2.0,5.5,lose,Man City,-2.0,N.A.,N.A.,,N.A.,N.A.,,win,Wolves,1,6.6,win,Nottm Forest,1,6.4,win,Man United,2,6.9,6.0,Minor,6.2,6.633333333333333,0.4333333333333327,0.6666666666666666,3.0,2.333333333333333,8,6,32.125,257.0,28.462694882951613,2,11.317829457364342,-0.6666666666666666,1.1547005383792517,-2.0,3,0.7333333333333333,0.8,0.7195348837209303,0.7431007751937985,Newcastle United
Joelinton,Newcastle,Central Midfielder,26,2022/23,80,Knock,2023-05-22,2023-05-31,lose,Arsenal,-2.0,6.4,draw,Leeds,0.0,6.0,win,Brighton,3.0,6.3,draw,Leicester,0.0,draw,Chelsea,0.0,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,9.0,Moderate,6.233333333333333,,,1.3333333333333333,,,5,3,35.2,176.0,47.37826505899092,1,10.310734463276836,0.3333333333333333,2.516611478423584,0.0,4,0.4,0.5,0.5393220338983051,0.4946610169491525,TSG 1899 Hoffenheim
Sean Longstaff,Newcastle,Central Midfielder,25,2022/23,77,Outer ligament problems,2023-04-27,2023-05-20,lose,Aston Villa,-3.0,5.8,win,Tottenham,5.0,7.3,win,Everton,3.0,6.2,win,Southampton,2.0,lose,Arsenal,-2.0,draw,Leeds,0.0,draw,Leicester,0,6.3,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,23.0,Major,6.433333333333334,6.3,-0.1333333333333337,2.0,1.0,-1.0,4,3,25.25,101.0,2.0615528128088303,0,14.31372549019608,1.6666666666666667,4.163331998932266,0.0,2,0.3333333333333333,0.5,0.5894117647058824,0.5030392156862745,Newcastle United
Jonjo Shelvey,Newcastle,Central Midfielder,31,2022/23,77,Hamstring injury,2022-07-26,2022-10-10,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,win,Nottm Forest,2.0,draw,Brighton,0.0,draw,Man City,0.0,N.A.,N.A.,N.A.,,win,Aston Villa,4,,win,Southampton,3,6.0,76.0,Severe,,6.0,,,3.0,,9,6,31.11111111111111,280.0,23.997106307034414,2,11.690391459074734,,,0.6666666666666666,2,0.7333333333333333,0.5,0.770711743772242,0.6936892052194543,Newcastle United
Allan Saint-Maximin,Newcastle,Left Winger,26,2022/23,79,Hamstring injury,2022-08-29,2022-10-05,draw,Brighton,0.0,7.0,draw,Man City,0.0,9.0,draw,Wolves,0.0,7.0,lose,Liverpool,-1.0,draw,Crystal Palace,0.0,draw,Bournemouth,0.0,win,Brentford,4,6.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,37.0,Major,7.666666666666667,6.0,-1.666666666666667,1.0,3.0,2.0,8,7,27.0,216.0,18.04755622554715,1,13.45622119815668,0.0,0.0,-0.3333333333333333,3,0.4,0.5,0.7536866359447004,0.6018433179723502,OGC Nice
Allan Saint-Maximin,Newcastle,Left Winger,26,2022/23,79,Muscle injury,2022-10-14,2022-10-26,win,Brentford,4.0,6.0,N.A.,N.A.,,,N.A.,N.A.,,,draw,Man United,0.0,win,Everton,1.0,win,Tottenham,1.0,N.A.,N.A.,N.A.,,win,Southampton,3,6.0,N.A.,N.A.,N.A.,,12.0,Moderate,6.0,6.0,0.0,3.0,3.0,0.0,8,7,27.0,216.0,18.04755622554715,1,13.45622119815668,4.0,,0.6666666666666666,2,0.4,0.5,0.7536866359447004,0.6018433179723502,OGC Nice
Allan Saint-Maximin,Newcastle,Left Winger,26,2022/23,79,Hamstring injury,2023-04-06,2023-05-05,win,Nottm Forest,1.0,5.0,win,Man United,2.0,8.0,win,West Ham,4.0,7.0,win,Brentford,1.0,lose,Aston Villa,-3.0,win,Tottenham,5.0,lose,Arsenal,-2,6.0,draw,Leeds,0,7.0,N.A.,N.A.,N.A.,,29.0,Major,6.666666666666667,6.5,-0.1666666666666669,3.0,0.5,-2.5,8,7,27.0,216.0,18.04755622554715,1,13.45622119815668,2.333333333333333,1.5275252316519463,1.0,1,0.4,0.5,0.7536866359447004,0.6018433179723502,OGC Nice
Miguel Almirón,Newcastle,Right Winger,29,2022/23,78,Thigh problems,2023-03-15,2023-04-15,lose,Liverpool,-2.0,6.2,lose,Man City,-2.0,5.5,win,Wolves,1.0,7.6,win,Nottm Forest,1.0,win,Man United,2.0,win,West Ham,4.0,lose,Aston Villa,-3,5.9,win,Tottenham,5,6.1,win,Everton,3,5.9,31.0,Major,6.433333333333333,5.966666666666666,-0.4666666666666668,1.0,2.0,1.0,4,3,22.75,91.0,11.4418821295566,0,15.869565217391305,-1.0,1.7320508075688772,2.333333333333333,5,0.6,0.5,0.6360869565217392,0.5930434782608696,Newcastle United
Joe Willock,Newcastle,Central Midfielder,23,2022/23,76,Hamstring injury,2023-05-18,2023-06-05,lose,Arsenal,2.0,6.4,draw,Leeds,0.0,7.0,win,Brighton,3.0,6.5,draw,Leicester,0.0,draw,Chelsea,0.0,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,18.0,Moderate,6.633333333333333,,,1.3333333333333333,,,7,4,39.42857142857143,276.0,34.78436977943371,2,9.223826714801444,1.6666666666666667,1.5275252316519468,0.0,4,0.2,0.5,0.6167148014440433,0.4833574007220216,
Callum Wilson,Newcastle,Center Forward,31,2022/23,79,Hamstring injury,2022-08-21,2022-09-25,win,Nottm Forest,2.0,6.8,draw,Brighton,0.0,5.1,draw,Man City,0.0,6.9,draw,Wolves,0.0,lose,Liverpool,1.0,draw,Crystal Palace,0.0,win,Fulham,3,6.7,win,Brentford,4,6.4,draw,Man United,0,5.6,35.0,Major,6.266666666666666,6.233333333333334,-0.0333333333333314,1.6666666666666667,2.333333333333333,0.6666666666666667,11,5,41.45454545454545,456.0,32.79135140967398,2,8.785557986870897,0.6666666666666666,1.1547005383792517,0.3333333333333333,1,0.7333333333333333,0.6,0.7635667396061269,0.7151167031363967,AFC Bournemouth
Bruno Guimarães,Newcastle,Defensive Midfielder,25,2022/23,81,Hamstring injury,2022-08-25,2022-09-16,win,Nottm Forest,2.0,7.8,draw,Brighton,0.0,6.8,draw,Man City,0.0,5.8,draw,Wolves,0.0,lose,Liverpool,-1.0,draw,Crystal Palace,0.0,draw,Bournemouth,0,6.9,win,Fulham,3,7.6,win,Brentford,4,8.9,22.0,Major,6.8,7.8,1.0,1.6666666666666667,2.333333333333333,0.6666666666666667,2,2,20.5,41.0,2.1213203435596424,0,17.38095238095238,0.6666666666666666,1.1547005383792517,-0.3333333333333333,1,0.3333333333333333,0.6,0.6014285714285713,0.534047619047619,
Bruno Guimarães,Newcastle,Defensive Midfielder,25,2022/23,81,Ankle injury,2023-02-01,2023-02-20,draw,Arsenal,0.0,6.4,win,Fulham,1.0,6.6,draw,Crystal Palace,0.0,6.5,draw,West Ham,0.0,draw,Bournemouth,0.0,lose,Liverpool,-2.0,lose,Man City,-2,6.4,win,Wolves,1,6.2,win,Nottm Forest,1,7.2,19.0,Moderate,6.5,6.6000000000000005,0.1000000000000005,1.6666666666666667,2.0,0.3333333333333332,2,2,20.5,41.0,2.1213203435596424,0,17.38095238095238,0.3333333333333333,0.5773502691896258,-0.6666666666666666,4,0.3333333333333333,0.6,0.6014285714285713,0.534047619047619,
Nick Pope,Newcastle,Goalkeeper,31,2022/23,83,Hand injury,2023-05-23,2023-06-20,draw,Leeds,0.0,7.0,win,Brighton,3.0,6.1,draw,Leicester,0.0,6.5,draw,Chelsea,0.0,N.A.,N.A.,,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,28.0,Major,6.533333333333334,,,1.6666666666666667,,,5,5,48.8,244.0,60.19717601349751,1,7.448979591836734,1.0,1.7320508075688772,0.0,2,0.7333333333333333,0.2,0.4534693877551019,0.4600680272108843,Burnley FC
