Name,Team Name,Position,Age,Season,FIFA rating,Injury,Date of Injury,Date of return,Match1_before_injury_Result,Match1_before_injury_Opposition,Match1_before_injury_GD,Match1_before_injury_Player_rating,Match2_before_injury_Result,Match2_before_injury_Opposition,Match2_before_injury_GD,Match2_before_injury_Player_rating,Match3_before_injury_Result,Match3_before_injury_Opposition,Match3_before_injury_GD,Match3_before_injury_Player_rating,Match1_missed_match_Result,Match1_missed_match_Opposition,Match1_missed_match_GD,Match2_missed_match_Result,Match2_missed_match_Opposition,Match2_missed_match_GD,Match3_missed_match_Result,Match3_missed_match_Opposition,Match3_missed_match_GD,Match1_after_injury_Result,Match1_after_injury_Opposition,Match1_after_injury_GD,Match1_after_injury_Player_rating,Match2_after_injury_Result,Match2_after_injury_Opposition,Match2_after_injury_GD,Match2_after_injury_Player_rating,Match3_after_injury_Result,Match3_after_injury_Opposition,Match3_after_injury_GD,Match3_after_injury_Player_rating,Injury_Duration,Injury_Severity,Avg_Rating_Before_Injury,Avg_Rating_After_Return,Performance_Impact,Form_Before_Injury,Form_After_Return,Form_Impact,Total_Injuries,Unique_Injury_Types,Avg_Injury_Duration,Total_Days_Injured,Injury_Duration_Std,Severe_Injuries,Injury_Frequency,Pre_Injury_GD_Trend,Pre_Injury_GD_Volatility,Team_Performance_During_Absence,Recent_Opposition_Strength,Age_Risk_Score,Position_Risk_Score,History_Risk_Score,Overall_Risk_Score,Club
Gabriel Martinelli,Arsenal,Left Winger,20,2020/21,72,Ankle injury,2021-01-09,2021-01-17,lose,Everton,-1.0,6.0,win,Chelsea,2.0,5.7,win,Brighton,1.0,5.5,draw,Crystal Palace,0.0,N.A.,N.A.,,N.A.,N.A.,,win,Newcastle,3,8.0,draw,Man United,0,6.1,N.A.,N.A.,N.A.,,8.0,Moderate,5.733333333333333,7.05,1.3166666666666664,2.0,2.0,0.0,5,3,16.8,84.0,6.099180272790763,0,21.47058823529412,0.6666666666666666,1.5275252316519463,0.0,2,0.0,0.5,0.8441176470588235,0.5470588235294118,
Bukayo Saka,Arsenal,Right Winger,19,2020/21,72,Hip problems,2021-01-28,2021-01-31,lose,Crystal Palace,0.0,7.0,win,Newcastle,3.0,8.3,win,Southampton,2.0,7.9,draw,Man United,0.0,N.A.,N.A.,,N.A.,N.A.,,lose,Wolves,-1,6.5,lose,Aston Villa,-1,7.5,win,Leeds,2,6.5,3.0,Minor,7.733333333333334,6.833333333333333,-0.9000000000000012,2.0,1.0,-1.0,3,3,12.333333333333334,37.0,8.144527815247077,0,28.81578947368421,1.6666666666666667,1.5275252316519463,0.0,2,0.1,0.5,0.9844736842105264,0.6422368421052631,
Pierre-Emerick Aubameyang,Arsenal,Center Forward,32,2020/21,87,Calf injury,2020-12-17,2020-12-28,lose,Tottenham,-2.0,5.4,lose,Burnley,-1.0,6.1,draw,Southampton,0.0,6.9,lose,Everton,-1.0,N.A.,N.A.,,N.A.,N.A.,,win,Brighton,1,6.2,win,West Brom,4,6.3,draw,Crystal Palace,0,6.7,11.0,Moderate,6.133333333333333,6.4,0.2666666666666666,0.3333333333333333,2.333333333333333,2.0,4,4,14.25,57.0,2.872281323269014,0,25.17241379310345,-1.0,1.0,-1.0,4,0.8,0.6,0.9151724137931032,0.8075862068965516,Arsenal FC
Pierre-Emerick Aubameyang,Arsenal,Center Forward,32,2020/21,87,Knock,2021-01-18,2021-02-01,win,West Brom,4.0,6.3,draw,Crystal Palace,0.0,6.7,win,Newcastle,3.0,8.0,win,Southampton,2.0,draw,Man United,0.0,N.A.,N.A.,,lose,Wolves,-1,5.9,lose,Aston Villa,-1,5.7,win,Leeds,2,9.0,14.0,Moderate,7.0,6.866666666666667,-0.1333333333333328,2.333333333333333,1.0,-1.3333333333333337,4,4,14.25,57.0,2.872281323269014,0,25.17241379310345,2.333333333333333,2.081665999466133,1.0,2,0.8,0.6,0.9151724137931032,0.8075862068965516,Arsenal FC
Pierre-Emerick Aubameyang,Arsenal,Center Forward,32,2020/21,87,malaria,2021-04-08,2021-04-26,draw,Burnley,0.0,6.8,draw,West Ham,0.0,6.0,draw,Liverpool,-3.0,5.9,win,Sheffield,3.0,draw,Fulham,0.0,lose,Everton,-1.0,win,Newcastle,2,7.0,win,Chelsea,1,6.5,win,Crystal Palace,2,5.7,18.0,Moderate,6.233333333333334,6.4,0.1666666666666652,1.0,3.0,2.0,4,4,14.25,57.0,2.872281323269014,0,25.17241379310345,-1.0,1.7320508075688772,0.6666666666666666,1,0.8,0.6,0.9151724137931032,0.8075862068965516,Arsenal FC
Alexandre Lacazette,Arsenal,Center Forward,29,2020/21,84,Dead leg,2021-04-18,2021-05-06,lose,Liverpool,-3.0,5.7,win,Sheffield,3.0,8.8,lose,Fulham,0.0,6.2,lose,Everton,-1.0,win,Newcastle,2.0,N.A.,N.A.,,win,West Brom,2,5.6,win,Chelsea,1,5.0,win,Brighton,2,6.0,18.0,Moderate,6.9,5.533333333333334,-1.3666666666666654,1.0,3.0,2.0,3,3,23.666666666666668,71.0,22.05296654269745,0,15.208333333333332,0.0,3.0,0.5,5,0.6,0.6,0.5762499999999999,0.588125,Arsenal FC
Gabriel Magalhães,Arsenal,Center Back,23,2020/21,80,Coronavirus,2020-12-26,2021-01-13,lose,Tottenham,-2.0,7.0,lose,Burnley,-1.0,6.3,draw,Southampton,0.0,6.2,lose,Chelsea,-1.0,win,Brighton,2.0,win,West Brom,1.0,lose,Wolves,-1,6.3,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,18.0,Moderate,6.5,6.3,-0.2000000000000001,0.3333333333333333,0.0,-0.3333333333333333,2,2,34.0,68.0,22.62741699796952,0,10.579710144927535,-1.0,1.0,0.6666666666666666,4,0.2,0.8,0.3973913043478261,0.448695652173913,LOSC Lille
Thomas Partey,Arsenal,Defensive Midfielder,28,2020/21,84,Muscle injury,2020-11-09,2020-12-03,lose,Leicester,-1.0,6.4,win,Man United,1.0,8.1,lose,Aston Villa,-3.0,6.3,draw,Leeds,0.0,lose,Wolves,-1.0,N.A.,N.A.,,lose,Tottenham,-2,6.3,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,24.0,Major,6.933333333333334,6.3,-0.6333333333333337,1.0,0.0,-1.0,8,7,48.625,389.0,39.677044460781815,2,7.487179487179487,-1.0,2.0,-0.5,3,0.5333333333333333,0.6,0.6046153846153846,0.5856410256410256,
Thomas Partey,Arsenal,Defensive Midfielder,28,2020/21,84,Hip injury,2020-12-03,2021-01-11,lose,Tottenham,-2.0,6.3,N.A.,N.A.,,,N.A.,N.A.,,,lose,Burnley,-1.0,draw,Southampton,0.0,lose,Everton,-1.0,draw,Crystal Palace,0,6.4,win,Newcastle,3,7.3,win,Southampton,2,6.4,39.0,Major,6.3,6.7,0.4000000000000003,0.0,2.333333333333333,2.333333333333333,8,7,48.625,389.0,39.677044460781815,2,7.487179487179487,-2.0,,-0.6666666666666666,4,0.5333333333333333,0.6,0.6046153846153846,0.5856410256410256,
Thomas Partey,Arsenal,Defensive Midfielder,28,2020/21,84,Hamstring injury,2021-02-04,2021-02-22,draw,Man United,0.0,6.5,lose,Wolves,-1.0,6.7,lose,Aston Villa,-1.0,6.3,win,Leeds,2.0,lose,Man City,-1.0,N.A.,N.A.,,win,Leicester,2,6.6,draw,Burnley,0,6.4,win,Tottenham,1,6.7,18.0,Moderate,6.5,6.566666666666666,0.0666666666666664,0.3333333333333333,2.333333333333333,2.0,8,7,48.625,389.0,39.677044460781815,2,7.487179487179487,-0.6666666666666666,0.5773502691896258,0.5,4,0.5333333333333333,0.6,0.6046153846153846,0.5856410256410256,
Mohamed Elneny,Arsenal,Defensive Midfielder,28,2020/21,76,Virus,2020-11-16,2020-11-28,win,Man United,1.0,6.9,lose,Aston Villa,-3.0,6.3,N.A.,N.A.,,,draw,Leeds,0.0,N.A.,N.A.,,N.A.,N.A.,,lose,Burnley,-1,6.5,draw,Southampton,0,6.3,lose,Everton,-1,6.2,12.0,Moderate,6.6,6.333333333333333,-0.2666666666666666,1.5,0.3333333333333333,-1.1666666666666667,3,3,109.0,327.0,124.21352583354198,2,3.338414634146341,-1.0,2.8284271247461903,0.0,4,0.5333333333333333,0.6,0.2801524390243902,0.4234095528455284,Arsenal FC
Martin Ødegaard,Arsenal,Attacking Midfielder,22,2020/21,75,Ankle injury,2021-04-05,2021-04-20,win,Tottenham,1.0,7.7,draw,West Ham,0.0,7.8,lose,Liverpool,-3.0,5.8,win,Sheffield,3.0,draw,Fulham,0.0,N.A.,N.A.,,lose,Everton,-1,6.1,win,Newcastle,2,6.4,win,Chelsea,1,6.3,15.0,Moderate,7.1000000000000005,6.266666666666667,-0.8333333333333339,1.3333333333333333,2.0,0.6666666666666667,2,2,17.0,34.0,2.8284271247461903,0,20.857142857142858,-0.6666666666666666,2.081665999466133,1.5,4,0.1333333333333333,0.4,0.7057142857142857,0.4861904761904762,
Willian,Arsenal,Left Winger,32,2020/21,85,Calf injury,2020-11-23,2020-11-28,lose,Liverpool,-2.0,5.8,win,Sheffield,1.0,6.1,lose,Man City,-1.0,5.8,lose,Leicester,-1.0,N.A.,N.A.,,N.A.,N.A.,,win,Man United,1,6.1,lose,Aston Villa,-3,6.3,draw,Leeds,0,6.1,5.0,Minor,5.9,6.166666666666667,0.2666666666666675,1.0,1.3333333333333333,0.3333333333333332,2,2,6.0,12.0,1.4142135623730951,0,56.15384615384616,-0.6666666666666666,1.5275252316519463,-1.0,5,0.8,0.5,1.7646153846153847,1.2073076923076924,Chelsea FC
Willian,Arsenal,Left Winger,32,2020/21,85,Ill,2020-12-25,2021-01-01,lose,Tottenham,-2.0,7.0,lose,Burnley,-1.0,7.4,lose,Everton,-1.0,6.3,win,Chelsea,2.0,win,Brighton,1.0,N.A.,N.A.,,win,West Brom,4,6.7,win,Newcastle,3,6.2,win,Southampton,2,6.1,7.0,Minor,6.9,6.333333333333333,-0.5666666666666664,0.0,3.0,3.0,2,2,6.0,12.0,1.4142135623730951,0,56.15384615384616,-1.3333333333333333,0.5773502691896257,1.5,4,0.8,0.5,1.7646153846153847,1.2073076923076924,Chelsea FC
Kieran Tierney,Arsenal,Left Back,25,2021/22,79,Ankle problems,2021-10-21,2021-11-06,draw,Tottenham,0.0,6.7,draw,Brighton,0.0,5.9,win,Crystal Palace,2.0,6.4,win,Aston Villa,2.0,win,Leicester,2.0,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,16.0,Moderate,6.333333333333333,,,1.6666666666666667,,,6,5,47.333333333333336,284.0,39.08281804919736,2,7.684210526315789,0.6666666666666666,1.1547005383792517,2.0,4,0.3333333333333333,0.7,0.5305263157894737,0.5235964912280702,
Kieran Tierney,Arsenal,Left Back,25,2021/22,79,Knee surgery,2022-03-31,2022-07-07,win,Leicester,2.0,6.6,lose,Liverpool,-2.0,6.0,win,Aston Villa,1.0,6.7,lose,Crystal Palace,-3.0,lose,Brighton,-1.0,lose,Southampton,-1.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,98.0,Severe,6.433333333333334,,,2.0,,,6,5,47.333333333333336,284.0,39.08281804919736,2,7.684210526315789,0.3333333333333333,2.081665999466133,-1.6666666666666667,3,0.3333333333333333,0.7,0.5305263157894737,0.5235964912280702,
Granit Xhaka,Arsenal,Defensive Midfielder,29,2021/22,83,Inner ligament injury,2021-09-27,2021-12-05,win,Tottenham,2.0,7.1,N.A.,N.A.,,,N.A.,N.A.,,,draw,Brighton,0.0,draw,Crystal Palace,0.0,win,Aston Villa,2.0,win,Everton,1,6.3,win,Southampton,3,6.3,win,West Ham,2,7.0,69.0,Severe,7.1,6.533333333333334,-0.5666666666666655,3.0,3.0,0.0,6,6,17.833333333333332,107.0,25.23027282188337,1,20.27777777777777,2.0,,0.6666666666666666,4,0.6,0.6,0.8783333333333332,0.7391666666666665,Arsenal FC
Pierre-Emerick Aubameyang,Arsenal,Center Forward,33,2021/22,87,Coronavirus,2021-08-02,2021-08-16,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,lose,Brentford,-2.0,N.A.,N.A.,,N.A.,N.A.,,lose,Chelsea,-2,6.0,lose,Man City,-5,5.3,win,Norwich City,1,7.0,14.0,Moderate,,6.1000000000000005,,,1.0,,4,4,14.25,57.0,2.872281323269014,0,25.17241379310345,,,-2.0,2,0.8666666666666667,0.6,0.9151724137931032,0.8242528735632184,Arsenal FC
Alexandre Lacazette,Arsenal,Center Forward,31,2021/22,84,Coronavirus,2022-04-14,2022-04-19,win,Aston Villa,1.0,6.2,lose,Crystal Palace,-3.0,5.7,lose,Brighton,-1.0,5.4,lose,Southampton,-1.0,N.A.,N.A.,,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,5.0,Minor,5.766666666666667,,,1.0,,,3,3,23.666666666666668,71.0,22.05296654269745,0,15.208333333333332,-1.0,2.0,-1.0,2,0.7333333333333333,0.6,0.5762499999999999,0.6214583333333332,Arsenal FC
Gabriel Magalhães,Arsenal,Center Back,24,2021/22,80,Knee injury,2021-07-06,2021-08-25,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,lose,Brentford,-2.0,lose,Chelsea,-2.0,N.A.,N.A.,,win,Norwich City,1,8.0,win,Burnley,1,7.4,win,Tottenham,2,6.0,50.0,Major,,7.133333333333333,,,3.0,,2,2,34.0,68.0,22.62741699796952,0,10.579710144927535,,,-2.0,2,0.2666666666666666,0.8,0.3973913043478261,0.4653623188405797,LOSC Lille
Thomas Partey,Arsenal,Defensive Midfielder,29,2021/22,84,Ankle injury,2021-07-29,2021-08-30,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,lose,Brentford,-2.0,lose,Chelsea,-2.0,lose,Man City,-5.0,win,Norwich City,1,7.0,win,Burnley,1,6.5,win,Tottenham,2,6.8,32.0,Major,,6.766666666666667,,,3.0,,8,7,48.625,389.0,39.677044460781815,2,7.487179487179487,,,-3.0,2,0.6,0.6,0.6046153846153846,0.6023076923076922,
Thomas Partey,Arsenal,Defensive Midfielder,29,2021/22,84,Knock,2022-04-04,2022-07-25,lose,Liverpool,-2.0,7.1,win,Aston Villa,1.0,7.0,lose,Crystal Palace,-3.0,5.8,lose,Brighton,-1.0,lose,Southampton,-1.0,win,Chelsea,2.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,112.0,Severe,6.633333333333333,,,1.0,,,8,7,48.625,389.0,39.677044460781815,2,7.487179487179487,-1.3333333333333333,2.0816659994661326,0.0,5,0.6,0.6,0.6046153846153846,0.6023076923076922,
Ben White,Arsenal,Right Back,24,2021/22,76,Hamstring injury,2022-04-25,2022-05-15,lose,Southampton,-1.0,6.8,win,Chelsea,2.0,6.3,win,Man United,2.0,6.1,win,West Ham,1.0,win,Leeds,1.0,N.A.,N.A.,,lose,Newcastle,-2,5.3,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,20.0,Moderate,6.4,5.3,-1.0999999999999996,2.0,0.0,-2.0,2,2,15.5,31.0,6.363961030678928,0,22.8125,1.0,1.7320508075688772,1.0,2,0.2666666666666666,0.7,0.764375,0.6238541666666666,
Takehiro Tomiyasu,Arsenal,Right Back,23,2021/22,78,Calf injury,2022-02-20,2022-04-21,lose,Man City,-1.0,6.4,N.A.,N.A.,,,N.A.,N.A.,,,win,Wolves,1.0,win,Watford,1.0,win,Leicester,2.0,N.A.,N.A.,N.A.,,win,West Ham,1,6.2,win,Leeds,1,7.0,60.0,Major,6.4,6.6,0.1999999999999993,0.0,3.0,3.0,4,3,71.75,287.0,45.69737410398982,2,5.069444444444444,-1.0,,1.3333333333333333,5,0.2,0.7,0.3720833333333333,0.4110416666666666,
Gabriel Martinelli,Arsenal,Left Winger,22,2022/23,81,Ankle injury,2023-05-14,2023-06-01,win,Chelsea,2.0,5.8,win,Newcastle,2.0,7.3,lose,Brighton,-3.0,5.5,lose,Nottm Forest,-1.0,win,Wolves,5.0,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,18.0,Moderate,6.2,,,2.0,,,5,3,16.8,84.0,6.099180272790763,0,21.47058823529412,0.3333333333333333,2.886751345948129,2.0,4,0.1333333333333333,0.5,0.8441176470588235,0.580392156862745,
Eddie Nketiah,Arsenal,Center Forward,24,2022/23,75,Ankle injury,2023-03-02,2023-04-13,win,Aston Villa,2.0,7.0,win,Leicester,1.0,5.5,win,Everton,4.0,6.9,win,Bournemouth,1.0,win,Fulham,3.0,win,Crystal Palace,3.0,N.A.,N.A.,N.A.,,draw,Southampton,0,5.3,lose,Man City,-3,6.0,42.0,Major,6.466666666666666,5.65,-0.8166666666666655,3.0,0.5,-2.5,1,1,42.0,42.0,,0,8.488372093023255,2.333333333333333,1.5275252316519463,2.333333333333333,2,0.2666666666666666,0.6,0.2946511627906976,0.3639922480620154,Arsenal FC
William Saliba,Arsenal,Center Back,22,2022/23,82,Back injury,2023-03-16,2023-07-01,win,Everton,4.0,6.7,win,Bournemouth,1.0,7.0,win,Fulham,3.0,7.8,win,Crystal Palace,3.0,win,Leeds,3.0,draw,Liverpool,0.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,107.0,Severe,7.166666666666667,,,3.0,,,1,1,107.0,107.0,,1,3.3796296296296293,2.6666666666666665,1.5275252316519468,2.0,2,0.1333333333333333,0.8,0.1713888888888888,0.3190277777777778,AS Saint-Étienne
Thomas Partey,Arsenal,Defensive Midfielder,30,2022/23,85,Thigh problems,2022-08-25,2022-09-15,win,Crystal Palace,2.0,7.6,win,Leicester,2.0,6.6,win,Bournemouth,3.0,7.2,win,Fulham,1.0,win,Aston Villa,1.0,lose,Man United,-2.0,win,Brentford,3,7.0,win,Tottenham,2,8.1,win,Liverpool,1,7.0,21.0,Moderate,7.133333333333333,7.366666666666667,0.2333333333333342,3.0,3.0,0.0,8,7,48.625,389.0,39.677044460781815,2,7.487179487179487,2.333333333333333,0.5773502691896258,0.0,2,0.6666666666666666,0.6,0.6046153846153846,0.6189743589743589,
Mohamed Elneny,Arsenal,Defensive Midfielder,30,2022/23,77,Thigh problems,2022-08-27,2022-11-01,win,Fulham,1.0,6.7,N.A.,N.A.,,,N.A.,N.A.,,,win,Aston Villa,1.0,lose,Man United,-2.0,lose,Brentford,3.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,66.0,Severe,6.7,,,3.0,,,3,3,109.0,327.0,124.21352583354198,2,3.338414634146341,1.0,,0.6666666666666666,2,0.6666666666666666,0.6,0.2801524390243902,0.4567428861788618,Arsenal FC
Mohamed Elneny,Arsenal,Defensive Midfielder,30,2022/23,77,Knee injury,2023-01-14,2023-09-20,N.A.,N.A.,,,win,West Ham,2.0,,win,Brighton,2.0,5.6,win,Tottenham,2.0,win,Man United,1.0,lose,Everton,-1.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,249.0,Severe,5.6,,,3.0,,,3,3,109.0,327.0,124.21352583354198,2,3.338414634146341,2.0,0.0,0.6666666666666666,2,0.6666666666666666,0.6,0.2801524390243902,0.4567428861788618,Arsenal FC
Takehiro Tomiyasu,Arsenal,Right Back,24,2022/23,79,muscular problems,2022-11-03,2022-11-15,win,Leeds,1.0,6.0,draw,Southampton,0.0,7.0,win,Nottm Forest,5.0,6.5,win,Chelsea,1.0,win,Wolves,2.0,N.A.,N.A.,,win,Brighton,2,5.3,draw,Newcastle,0,6.0,win,Tottenham,2,,12.0,Moderate,6.5,5.65,-0.8499999999999996,2.333333333333333,2.333333333333333,0.0,4,3,71.75,287.0,45.69737410398982,2,5.069444444444444,2.0,2.6457513110645907,1.5,2,0.2666666666666666,0.7,0.3720833333333333,0.4277083333333333,
Takehiro Tomiyasu,Arsenal,Right Back,24,2022/23,79,Knee surgery,2023-03-16,2023-07-01,N.A.,N.A.,,,win,Bournemouth,1.0,6.8,win,Fulham,3.0,6.0,win,Crystal Palace,3.0,win,Leeds,3.0,draw,Liverpool,0.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,107.0,Severe,6.4,,,3.0,,,4,3,71.75,287.0,45.69737410398982,2,5.069444444444444,2.0,1.4142135623730951,2.0,2,0.2666666666666666,0.7,0.3720833333333333,0.4277083333333333,
Oleksandr Zinchenko,Arsenal,Left Back,26,2022/23,82,Knee problems and Calf injury,2022-08-26,2022-11-01,win,Crystal Palace,2.0,7.7,win,Leicester,2.0,6.9,win,Bournemouth,3.0,7.0,win,Fulham,1.0,win,Aston Villa,1.0,win,Brentford,3.0,win,Chelsea,1,6.8,win,Wolves,2,7.0,win,West Ham,2,6.0,67.0,Severe,7.2,6.6000000000000005,-0.5999999999999996,3.0,3.0,0.0,4,4,48.0,192.0,45.65084884205331,2,7.564766839378239,2.333333333333333,0.5773502691896258,1.6666666666666667,2,0.4,0.7,0.4469430051813471,0.4984715025906736,Manchester City
Oleksandr Zinchenko,Arsenal,Left Back,26,2022/23,82,unknown injury,2023-04-14,2023-04-17,win,Crystal Palace,3.0,6.5,win,Leeds,3.0,7.0,draw,Liverpool,0.0,6.6,draw,West Ham,0.0,N.A.,N.A.,,N.A.,N.A.,,draw,Southampton,0,6.0,lose,Man City,-3,5.6,win,Chelsea,2,7.0,3.0,Minor,6.7,6.2,-0.5,2.333333333333333,1.3333333333333333,-1.0000000000000002,4,4,48.0,192.0,45.65084884205331,2,7.564766839378239,2.0,1.7320508075688772,0.0,2,0.4,0.7,0.4469430051813471,0.4984715025906736,Manchester City
Oleksandr Zinchenko,Arsenal,Left Back,26,2022/23,82,Calf muscle tear,2023-05-07,2023-08-18,lose,Man City,-3.0,5.6,lose,Chelsea,2.0,7.0,lose,Newcastle,2.0,6.8,lose,Brighton,-3.0,lose,Nottm Forest,-1.0,win,Wolves,5.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,103.0,Severe,6.466666666666666,,,0.0,,,4,4,48.0,192.0,45.65084884205331,2,7.564766839378239,0.3333333333333333,2.886751345948129,0.3333333333333333,5,0.4,0.7,0.4469430051813471,0.4984715025906736,Manchester City
Gabriel Jesus,Arsenal,Center Forward,26,2022/23,85,Knee injury,2022-12-02,2023-03-11,win,Nottm Forest,5.0,9.7,win,Chelsea,1.0,7.3,win,Wolves,2.0,6.5,win,West Ham,2.0,win,Brighton,2.0,draw,Newcastle,0.0,win,Fulham,3,7.0,win,Crystal Palace,3,6.0,win,Leeds,3,9.0,99.0,Severe,7.833333333333333,7.333333333333333,-0.5,3.0,3.0,0.0,3,2,46.0,138.0,46.35730794599704,1,7.8776978417266195,2.6666666666666665,2.081665999466133,1.3333333333333333,1,0.4,0.6,0.3863309352517985,0.4431654676258992,Manchester City
Gabriel Martinelli,Arsenal,Left Winger,23,2023/24,83,Hamstring injury,2023-09-17,2023-10-07,draw,Fulham,0.0,7.0,win,Man United,2.0,7.2,win,Everton,1.0,5.7,draw,Tottenham,0.0,win,Bournemouth,4.0,N.A.,N.A.,,win,Man City,1,7.2,draw,Chelsea,0,6.6,win,Sheffield,5,7.2,20.0,Moderate,6.633333333333333,7.0,0.3666666666666671,2.333333333333333,2.333333333333333,0.0,5,3,16.8,84.0,6.099180272790763,0,21.47058823529412,1.0,1.0,2.0,2,0.2,0.5,0.8441176470588235,0.5970588235294118,
Gabriel Martinelli,Arsenal,Left Winger,23,2023/24,83,Foot injury,2024-03-05,2024-03-29,win,Burnley,5.0,6.4,win,Newcastle,3.0,7.4,win,Sheffield,6.0,8.2,win,Brentford,1.0,N.A.,N.A.,,N.A.,N.A.,,draw,Man City,0,8.0,N.A.,N.A.,N.A.,,win,Brighton,3,6.3,24.0,Major,7.333333333333333,7.15,-0.1833333333333326,3.0,2.0,-1.0,5,3,16.8,84.0,6.099180272790763,0,21.47058823529412,4.666666666666667,1.5275252316519463,1.0,1,0.2,0.5,0.8441176470588235,0.5970588235294118,
Bukayo Saka,Arsenal,Right Winger,22,2023/24,86,unknown injury,2024-03-21,2024-04-06,win,Sheffield,6.0,6.7,win,Brentford,1.0,6.8,lose,Man City,0.0,5.5,win,Luton Town,2.0,N.A.,N.A.,,N.A.,N.A.,,win,Brighton,3,7.3,lose,Aston Villa,-2,7.0,win,Wolves,2,7.1,16.0,Moderate,6.333333333333333,7.133333333333333,0.7999999999999998,2.0,2.0,0.0,3,3,12.333333333333334,37.0,8.144527815247077,0,28.81578947368421,2.333333333333333,3.2145502536643185,2.0,1,0.1333333333333333,0.5,0.9844736842105264,0.6505701754385964,
Bukayo Saka,Arsenal,Right Winger,22,2023/24,86,Thigh problems,2023-10-03,2023-10-21,win,Everton,1.0,7.1,draw,Tottenham,0.0,7.9,win,Bournemouth,4.0,7.5,win,Man City,1.0,N.A.,N.A.,,N.A.,N.A.,,draw,Chelsea,0,6.9,win,Sheffield,5,6.5,lose,Newcastle,-1,6.8,18.0,Moderate,7.5,6.733333333333333,-0.7666666666666666,2.333333333333333,1.3333333333333333,-1.0000000000000002,3,3,12.333333333333334,37.0,8.144527815247077,0,28.81578947368421,1.6666666666666667,2.0816659994661326,1.0,2,0.1333333333333333,0.5,0.9844736842105264,0.6505701754385964,
Thomas Partey,Arsenal,Defensive Midfielder,31,2023/24,84,Groin injury,2023-09-02,2023-10-03,win,Nottm Forest,1.0,7.6,win,Crystal Palace,1.0,7.6,draw,Fulham,0.0,6.9,win,Man United,2.0,win,Everton,1.0,draw,Tottenham,0.0,win,Man City,1,6.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,31.0,Major,7.366666666666667,6.0,-1.3666666666666671,2.333333333333333,3.0,0.6666666666666665,8,7,48.625,389.0,39.677044460781815,2,7.487179487179487,0.6666666666666666,0.5773502691896258,1.0,1,0.7333333333333333,0.6,0.6046153846153846,0.6356410256410256,
Thomas Partey,Arsenal,Defensive Midfielder,31,2023/24,84,Hamstring injury,2023-11-09,2024-02-29,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,win,Burnley,2.0,win,Brentford,1.0,win,Wolves,1.0,win,Sheffield,6,6.8,N.A.,N.A.,N.A.,,draw,Man City,0,5.9,112.0,Severe,,6.35,,,2.0,,8,7,48.625,389.0,39.677044460781815,2,7.487179487179487,,,1.3333333333333333,2,0.7333333333333333,0.6,0.6046153846153846,0.6356410256410256,
Martin Ødegaard,Arsenal,Attacking Midfielder,25,2023/24,88,Hip problems,2023-11-03,2023-11-22,win,Bournemouth,4.0,8.5,win,Man City,1.0,6.7,draw,Chelsea,0.0,6.0,lose,Newcastle,-1.0,win,Burnley,2.0,N.A.,N.A.,,win,Brentford,1,6.5,win,Wolves,1,9.5,win,Luton Town,1,7.2,19.0,Moderate,7.066666666666666,7.733333333333333,0.666666666666667,2.333333333333333,3.0,0.6666666666666665,2,2,17.0,34.0,2.8284271247461903,0,20.857142857142858,1.6666666666666667,2.0816659994661326,0.5,2,0.3333333333333333,0.4,0.7057142857142857,0.5361904761904762,
Ben White,Arsenal,Right Back,26,2023/24,82,Knee injury,2023-11-09,2023-11-20,draw,Chelsea,0.0,6.1,win,Sheffield,5.0,6.9,lose,Newcastle,-1.0,6.3,win,Burnley,2.0,N.A.,N.A.,,N.A.,N.A.,,N.A.,N.A.,N.A.,,win,Wolves,1,6.0,win,Luton Town,1,7.2,11.0,Moderate,6.433333333333334,6.6,0.166666666666666,1.3333333333333333,3.0,1.6666666666666667,2,2,15.5,31.0,6.363961030678928,0,22.8125,1.3333333333333333,3.2145502536643185,2.0,4,0.4,0.7,0.764375,0.6571875,
